Vendedor,País,Produto,Data,Valor,Caixas Enviadas
Gunar Cockshoot,Reino Unido,Chocolate Salgado Suave,22/03/2022,"$ 749,00",148
Camilla Castle,Canadá,Chocolate de Laranja,17/02/2022,"$ 7.770,00",54
Jehu Rudeforth,Reino Unido,Barras 85% Cacau,07/07/2022,"$ 5.502,00",64
Oby Sorrel,Reino Unido,Pedacinhos 70% Cacau,16/03/2022,"$ 6.223,00",181
Kelci Walkden,Reino Unido,99% Cacau Puro,12/08/2022,"$ 3.507,00",114
Gigi Bohling,Nova Zelândia,Chocolate de Menta (After Nines),21/01/2022,"$ 5.600,00",181
Oby Sorrel,Austrália,Pedacinhos 50% Cacau,06/05/2022,"$ 721,00",151
Oby Sorrel,Canadá,Pedacinhos 50% Cacau,24/06/2022,"$ 6.615,00",137
Barr Faughny,EUA,Chocolate Branco,05/05/2022,"$ 7.420,00",163
Rafaelita Blaksland,Nova Zelândia,99% Cacau Puro,25/03/2022,"$ 3.164,00",84
Curtice Advani,Austrália,Barras Recheadas com Caramelo,14/02/2022,"$ 9.114,00",140
Curtice Advani,Nova Zelândia,Barras 85% Cacau,12/05/2022,"$ 5.404,00",187
Barr Faughny,Nova Zelândia,Chocolate Salgado Suave,25/01/2022,"$ 3.990,00",169
Ches Bonnell,Reino Unido,Barras 85% Cacau,28/06/2022,"$ 14.924,00",12
Dennison Crosswaite,Austrália,Chocolate para Beber,13/07/2022,"$ 7.091,00",194
Roddy Speechley,EUA,Barras de Chocolate ao Leite,16/05/2022,"$ 2.807,00",252
Jan Morforth,Índia,Chocolate de Menta (After Nines),14/03/2022,"$ 6.496,00",168
Gunar Cockshoot,EUA,Chocolate de Menta (After Nines),15/08/2022,"$ 3.738,00",261
Ches Bonnell,Índia,Chocolate de Laranja,16/02/2022,"$ 1.190,00",256
Mallorie Waber,Reino Unido,Chocolate com Mel de Manuka,15/06/2022,"$ 8.379,00",43
Barr Faughny,Austrália,Chocolate de Framboesa,27/05/2022,"$ 9.268,00",100
Wilone O'Kielt,EUA,Chocolate para Beber,14/06/2022,"$ 1.029,00",98
Wilone O'Kielt,Índia,Eclairs,25/02/2022,"$ 3.549,00",76
Wilone O'Kielt,Índia,Chocolate de Menta (After Nines),04/08/2022,"$ 12.026,00",262
Kelci Walkden,Índia,99% Cacau Puro,28/06/2022,"$ 2.303,00",244
Gunar Cockshoot,Canadá,Barras Finas Picantes,05/04/2022,"$ 13.405,00",12
Madelene Upcott,Canadá,Cubos de Manteiga de Amendoim,05/07/2022,"$ 14.763,00",113
Kaine Padly,Nova Zelândia,Eclairs,20/01/2022,"$ 12.894,00",48
Ches Bonnell,Nova Zelândia,Chocolate para Beber,16/02/2022,"$ 8.302,00",131
Curtice Advani,Reino Unido,Chocolate para Beber,12/07/2022,"$ 455,00",174
Kelci Walkden,Índia,Chocolate de Framboesa,16/06/2022,"$ 8.183,00",254
Dotty Strutley,Austrália,Amêndoas Cobertas com Chocolate,13/04/2022,"$ 1.645,00",284
Kaine Padly,Reino Unido,Pedacinhos 50% Cacau,21/02/2022,"$ 3.143,00",67
Roddy Speechley,Canadá,Amêndoas Cobertas com Chocolate,11/05/2022,"$ 5.873,00",249
Ches Bonnell,Índia,Pedacinhos 50% Cacau,15/04/2022,"$ 11.298,00",313
Oby Sorrel,Canadá,Cubos de Manteiga de Amendoim,07/06/2022,"$ 12.425,00",167
Oby Sorrel,Reino Unido,Chocolate Branco,27/06/2022,"$ 1.715,00",286
Barr Faughny,Índia,Chocolate de Menta (After Nines),29/07/2022,"$ 8.190,00",109
Wilone O'Kielt,Canadá,Chocolate Salgado Suave,02/06/2022,"$ 4.991,00",166
Rafaelita Blaksland,Índia,Chocolate de Menta com Flocos,26/01/2022,"$ 15.491,00",85
Rafaelita Blaksland,Canadá,99% Cacau Puro,02/03/2022,"$ 5.096,00",142
Van Tuxwell,Austrália,Pedacinhos 70% Cacau,10/01/2022,"$ 7.063,00",104
Beverie Moffet,EUA,Pedacinhos 70% Cacau,27/06/2022,"$ 2.275,00",115
Barr Faughny,Canadá,Chocolate de Laranja,30/06/2022,"$ 7.602,00",18
Roddy Speechley,Austrália,Barras 85% Cacau,08/07/2022,"$ 4.200,00",80
Oby Sorrel,Índia,Barras Finas Picantes,08/06/2022,"$ 11.137,00",88
Jan Morforth,Reino Unido,Chocolate com Mel de Manuka,18/08/2022,"$ 3.388,00",212
Kaine Padly,Austrália,Chocolate de Menta (After Nines),08/04/2022,"$ 6.832,00",306
Wilone O'Kielt,Canadá,Barras de Frutas e Castanhas,08/08/2022,"$ 3.437,00",181
Wilone O'Kielt,Reino Unido,Barras de Chocolate ao Leite,26/08/2022,"$ 301,00",65
Oby Sorrel,Canadá,Barras de Frutas e Castanhas,14/01/2022,"$ 1.869,00",158
Dennison Crosswaite,EUA,Gotas de Chocolate Culinário,11/08/2022,"$ 17.465,00",271
Madelene Upcott,EUA,Chocolate com Amêndoas,31/05/2022,"$ 10.143,00",24
Van Tuxwell,Nova Zelândia,Pedacinhos 50% Cacau,11/07/2022,"$ 3.626,00",10
Karlen McCaffrey,Canadá,Barras Recheadas com Caramelo,02/03/2022,"$ 3.346,00",304
Madelene Upcott,Austrália,Chocolate de Framboesa,13/07/2022,"$ 6.321,00",88
Rafaelita Blaksland,Reino Unido,Barras Finas Picantes,03/08/2022,"$ 9.345,00",133
Curtice Advani,Reino Unido,Cubos de Manteiga de Amendoim,01/03/2022,"$ 15.008,00",165
Kelci Walkden,Nova Zelândia,Chocolate Branco,13/04/2022,"$ 7.609,00",150
Beverie Moffet,Canadá,Barras de Frutas e Castanhas,14/02/2022,"$ 10.332,00",180
Mallorie Waber,Índia,Chocolate Branco,26/07/2022,"$ 819,00",213
Brien Boise,Reino Unido,Chocolate para Beber,27/01/2022,"$ 5.754,00",133
Jehu Rudeforth,Índia,Cubos de Manteiga de Amendoim,14/04/2022,"$ 28,00",446
Oby Sorrel,EUA,Chocolate com Amêndoas,19/05/2022,"$ 6.440,00",141
Husein Augar,Índia,Eclairs,09/02/2022,"$ 4.956,00",58
Brien Boise,Reino Unido,Barras Finas Picantes,25/05/2022,"$ 2.352,00",58
Oby Sorrel,Austrália,Chocolate com Mel de Manuka,26/01/2022,"$ 3.906,00",76
Beverie Moffet,Índia,Chocolate Branco,04/07/2022,"$ 1.813,00",296
Ches Bonnell,Índia,Chocolate com Amêndoas,13/04/2022,"$ 11.788,00",73
Gigi Bohling,Austrália,Chocolate Salgado Suave,25/01/2022,"$ 5.768,00",119
Camilla Castle,EUA,Barras 85% Cacau,25/04/2022,"$ 2.401,00",78
Camilla Castle,EUA,Eclairs,10/06/2022,"$ 4.515,00",392
Madelene Upcott,Nova Zelândia,Chocolate Branco,22/08/2022,"$ 10.794,00",51
Van Tuxwell,Índia,Chocolate de Menta (After Nines),27/06/2022,"$ 13.706,00",207
Husein Augar,Índia,Chocolate de Laranja,30/06/2022,"$ 4.361,00",40
Jehu Rudeforth,Índia,Chocolate com Amêndoas,30/08/2022,"$ 10.122,00",100
Karlen McCaffrey,Austrália,Chocolate de Framboesa,23/08/2022,"$ 994,00",57
Camilla Castle,Nova Zelândia,99% Cacau Puro,26/08/2022,"$ 2.268,00",42
Gigi Bohling,Austrália,Chocolate de Laranja,09/03/2022,"$ 574,00",156
Kelci Walkden,Reino Unido,Chocolate para Beber,20/04/2022,"$ 1.792,00",23
Mallorie Waber,Canadá,Barras Recheadas com Caramelo,10/06/2022,"$ 4.844,00",539
Husein Augar,Austrália,Calda de Chocolate Orgânica,08/02/2022,"$ 938,00",158
Brien Boise,Austrália,Chocolate Branco,25/08/2022,"$ 4.879,00",22
Dotty Strutley,Índia,Cubos de Manteiga de Amendoim,16/02/2022,"$ 9.107,00",73
Dennison Crosswaite,Reino Unido,99% Cacau Puro,30/05/2022,"$ 12.187,00",27
Gigi Bohling,Nova Zelândia,Pedacinhos 50% Cacau,29/06/2022,"$ 5.670,00",64
Gigi Bohling,EUA,Barras de Chocolate ao Leite,16/06/2022,"$ 476,00",133
Brien Boise,Reino Unido,Barras Recheadas com Caramelo,04/03/2022,"$ 2.681,00",149
Curtice Advani,Nova Zelândia,Cubos de Manteiga de Amendoim,15/03/2022,"$ 1.533,00",434
Curtice Advani,Nova Zelândia,Pedacinhos 50% Cacau,27/01/2022,"$ 9.765,00",85
Beverie Moffet,Canadá,Chocolate para Beber,05/07/2022,"$ 994,00",118
Barr Faughny,EUA,Barras Recheadas com Caramelo,29/03/2022,"$ 3.318,00",299
Mallorie Waber,Canadá,Chocolate com Amêndoas,12/05/2022,"$ 4.214,00",35
Oby Sorrel,EUA,Chocolate para Beber,11/03/2022,"$ 7.714,00",44
Brien Boise,Nova Zelândia,Eclairs,11/07/2022,"$ 4.690,00",299
Gunar Cockshoot,Nova Zelândia,Amêndoas Cobertas com Chocolate,01/08/2022,"$ 13.062,00",62
Gunar Cockshoot,Reino Unido,Barras Finas Picantes,16/02/2022,"$ 12.488,00",200
Curtice Advani,EUA,Chocolate de Menta (After Nines),13/04/2022,"$ 14.147,00",235
Oby Sorrel,Índia,Amêndoas Cobertas com Chocolate,14/02/2022,"$ 49,00",363
Ches Bonnell,Austrália,Cubos de Manteiga de Amendoim,14/03/2022,"$ 10.199,00",68
Oby Sorrel,Austrália,Barras Finas Picantes,26/04/2022,"$ 11.389,00",26
Jehu Rudeforth,Canadá,Chocolate com Mel de Manuka,05/04/2022,"$ 3.584,00",200
Camilla Castle,Canadá,Chocolate para Beber,03/03/2022,"$ 12.481,00",264
Kaine Padly,EUA,Barras Finas Picantes,13/06/2022,"$ 2.107,00",175
Marney O'Breen,Nova Zelândia,Pedacinhos 70% Cacau,14/02/2022,"$ 8.603,00",352
Roddy Speechley,Nova Zelândia,99% Cacau Puro,18/04/2022,"$ 7.483,00",183
Oby Sorrel,Nova Zelândia,Barras 85% Cacau,01/02/2022,"$ 3.381,00",417
Dotty Strutley,Nova Zelândia,Chocolate de Laranja,04/08/2022,"$ 2.030,00",146
Andria Kimpton,Nova Zelândia,Chocolate com Amêndoas,05/04/2022,"$ 6.559,00",158
Karlen McCaffrey,Austrália,99% Cacau Puro,26/01/2022,"$ 10.822,00",168
Kaine Padly,Reino Unido,Chocolate de Menta (After Nines),21/01/2022,"$ 18.697,00",176
Kaine Padly,Canadá,Chocolate de Menta (After Nines),22/08/2022,"$ 5.845,00",172
Kaine Padly,Reino Unido,Chocolate para Beber,27/01/2022,"$ 2.317,00",224
Rafaelita Blaksland,Reino Unido,Pedacinhos 50% Cacau,16/02/2022,"$ 10.150,00",68
Dotty Strutley,EUA,Chocolate de Framboesa,03/01/2022,"$ 3.437,00",46
Karlen McCaffrey,EUA,Chocolate Branco,24/08/2022,"$ 4.592,00",2
Oby Sorrel,EUA,Barras Finas Picantes,07/02/2022,"$ 5.691,00",417
Mallorie Waber,Austrália,Chocolate Salgado Suave,11/02/2022,"$ 4.158,00",109
Kaine Padly,Canadá,Calda de Chocolate Orgânica,29/03/2022,"$ 5.684,00",81
Marney O'Breen,EUA,Cubos de Manteiga de Amendoim,15/06/2022,"$ 693,00",350
Dennison Crosswaite,Reino Unido,Chocolate Salgado Suave,26/04/2022,"$ 546,00",142
Brien Boise,Austrália,Calda de Chocolate Orgânica,15/07/2022,"$ 4.263,00",264
Beverie Moffet,Índia,Calda de Chocolate Orgânica,23/06/2022,"$ 1.036,00",20
Dennison Crosswaite,Austrália,Gotas de Chocolate Culinário,11/01/2022,"$ 13.846,00",421
Beverie Moffet,Reino Unido,Pedacinhos 50% Cacau,09/02/2022,"$ 2.499,00",271
Van Tuxwell,Reino Unido,Chocolate com Amêndoas,06/06/2022,"$ 10.689,00",204
Dotty Strutley,Reino Unido,Barras Recheadas com Caramelo,10/08/2022,"$ 5.768,00",235
Wilone O'Kielt,Austrália,Chocolate Salgado Suave,04/01/2022,"$ 2.226,00",46
Andria Kimpton,Canadá,Pedacinhos 70% Cacau,08/04/2022,"$ 10.262,00",15
Barr Faughny,Reino Unido,Barras de Chocolate ao Leite,02/03/2022,"$ 3.864,00",430
Van Tuxwell,Canadá,Chocolate para Beber,15/06/2022,"$ 4.900,00",709
Jehu Rudeforth,Austrália,Chocolate de Menta (After Nines),14/02/2022,"$ 5.250,00",47
Husein Augar,Reino Unido,Chocolate de Menta (After Nines),05/07/2022,"$ 3.507,00",380
Barr Faughny,Índia,Chocolate de Menta com Flocos,12/01/2022,"$ 7.413,00",465
Curtice Advani,Índia,Chocolate de Menta com Flocos,03/03/2022,"$ 8.155,00",96
Jehu Rudeforth,Nova Zelândia,Barras de Chocolate ao Leite,18/05/2022,"$ 2.478,00",188
Gunar Cockshoot,Índia,Barras Recheadas com Caramelo,28/07/2022,"$ 2.471,00",202
Curtice Advani,Reino Unido,Chocolate com Mel de Manuka,07/02/2022,"$ 1.666,00",106
Andria Kimpton,Índia,Chocolate de Laranja,30/05/2022,"$ 301,00",421
Mallorie Waber,Austrália,Chocolate de Framboesa,25/04/2022,"$ 8.400,00",27
Beverie Moffet,Canadá,Barras 85% Cacau,16/02/2022,"$ 6.139,00",45
Kelci Walkden,Austrália,Chocolate para Beber,04/05/2022,"$ 1.288,00",60
Van Tuxwell,Canadá,Pedacinhos 70% Cacau,02/06/2022,"$ 7.077,00",77
Dennison Crosswaite,EUA,Barras Recheadas com Caramelo,11/07/2022,"$ 2.317,00",464
Beverie Moffet,Nova Zelândia,Barras Finas Picantes,07/06/2022,"$ 63,00",60
Jan Morforth,Reino Unido,Chocolate com Amêndoas,06/07/2022,"$ 9.744,00",157
Husein Augar,Índia,Chocolate de Framboesa,15/06/2022,"$ 9.954,00",154
Dotty Strutley,Índia,Chocolate de Menta com Flocos,14/04/2022,"$ 1.260,00",239
Camilla Castle,Índia,Chocolate para Beber,08/08/2022,"$ 469,00",163
Marney O'Breen,Reino Unido,Chocolate para Beber,29/03/2022,"$ 973,00",28
Roddy Speechley,Austrália,Calda de Chocolate Orgânica,04/07/2022,"$ 3.647,00",76
Ches Bonnell,Índia,99% Cacau Puro,16/02/2022,"$ 455,00",96
Rafaelita Blaksland,Canadá,Barras Finas Picantes,02/05/2022,"$ 2.520,00",156
Van Tuxwell,Índia,Eclairs,21/07/2022,"$ 10.500,00",106
Gunar Cockshoot,Austrália,99% Cacau Puro,18/08/2022,"$ 7.952,00",235
Kaine Padly,EUA,Barras 85% Cacau,22/06/2022,"$ 483,00",259
Camilla Castle,Reino Unido,Cubos de Manteiga de Amendoim,19/07/2022,"$ 4.872,00",126
Madelene Upcott,Reino Unido,Cubos de Manteiga de Amendoim,12/08/2022,"$ 7.756,00",85
Madelene Upcott,EUA,Amêndoas Cobertas com Chocolate,07/06/2022,"$ 5.446,00",132
Marney O'Breen,Canadá,Cubos de Manteiga de Amendoim,08/03/2022,"$ 6.594,00",91
Ches Bonnell,Austrália,Amêndoas Cobertas com Chocolate,08/04/2022,"$ 1.470,00",167
Curtice Advani,Canadá,Eclairs,06/05/2022,"$ 721,00",203
Roddy Speechley,Índia,Chocolate para Beber,31/05/2022,"$ 4.494,00",11
Van Tuxwell,Austrália,Chocolate de Menta com Flocos,13/01/2022,"$ 2.674,00",295
Dennison Crosswaite,EUA,Pedacinhos 70% Cacau,15/03/2022,"$ 658,00",77
Andria Kimpton,Canadá,Cubos de Manteiga de Amendoim,16/02/2022,"$ 1.127,00",319
Gigi Bohling,EUA,Pedacinhos 70% Cacau,14/01/2022,"$ 7.364,00",196
Rafaelita Blaksland,Austrália,Chocolate Branco,21/03/2022,"$ 6.818,00",102
Roddy Speechley,Canadá,Chocolate para Beber,17/05/2022,"$ 6.776,00",312
Camilla Castle,Nova Zelândia,Barras 85% Cacau,08/08/2022,"$ 15.099,00",55
Madelene Upcott,Canadá,Barras de Chocolate ao Leite,26/04/2022,"$ 3.612,00",82
Madelene Upcott,Austrália,Pedacinhos 70% Cacau,15/04/2022,"$ 3.710,00",260
Oby Sorrel,Canadá,Eclairs,19/05/2022,"$ 6.111,00",591
Dennison Crosswaite,Canadá,Chocolate para Beber,10/01/2022,"$ 2.702,00",24
Mallorie Waber,Nova Zelândia,Chocolate de Menta (After Nines),04/05/2022,"$ 483,00",228
Roddy Speechley,Canadá,Chocolate Branco,05/04/2022,"$ 5.887,00",268
Andria Kimpton,Índia,Chocolate de Menta (After Nines),17/01/2022,"$ 952,00",68
Roddy Speechley,Índia,Barras Finas Picantes,22/03/2022,"$ 10.647,00",173
Dotty Strutley,Austrália,Chocolate Branco,05/07/2022,"$ 6.055,00",93
Oby Sorrel,Canadá,Chocolate de Laranja,27/04/2022,"$ 8.757,00",338
Kaine Padly,Canadá,Chocolate com Amêndoas,12/08/2022,"$ 6.055,00",73
Jan Morforth,Reino Unido,Gotas de Chocolate Culinário,11/03/2022,"$ 721,00",251
Jehu Rudeforth,Reino Unido,Barras de Frutas e Castanhas,13/05/2022,"$ 8.589,00",229
Dennison Crosswaite,EUA,Chocolate Salgado Suave,12/05/2022,"$ 11.781,00",91
Brien Boise,EUA,Chocolate de Framboesa,12/01/2022,"$ 672,00",194
Madelene Upcott,Nova Zelândia,Barras de Chocolate ao Leite,29/03/2022,"$ 12.558,00",403
Roddy Speechley,Índia,Pedacinhos 50% Cacau,14/03/2022,"$ 8.337,00",12
Barr Faughny,Nova Zelândia,99% Cacau Puro,24/05/2022,"$ 8.134,00",195
Dennison Crosswaite,Canadá,Calda de Chocolate Orgânica,28/01/2022,"$ 8.491,00",75
Beverie Moffet,Índia,Chocolate com Amêndoas,24/05/2022,"$ 3.066,00",96
Brien Boise,Austrália,Cubos de Manteiga de Amendoim,19/08/2022,"$ 301,00",205
Karlen McCaffrey,Austrália,Barras Finas Picantes,17/05/2022,"$ 4.410,00",323
Jehu Rudeforth,EUA,Chocolate Branco,07/06/2022,"$ 6.559,00",119
Ches Bonnell,Canadá,Calda de Chocolate Orgânica,26/07/2022,"$ 574,00",217
Dotty Strutley,Índia,Eclairs,28/07/2022,"$ 2.086,00",384
Karlen McCaffrey,Índia,Pedacinhos 70% Cacau,23/05/2022,"$ 5.075,00",344
Jehu Rudeforth,Reino Unido,Chocolate de Menta com Flocos,04/01/2023,"$ 5.902,13",178
Van Tuxwell,Índia,Barras 85% Cacau,01/08/2023,"$ 8.074,39",100
Gigi Bohling,Índia,Cubos de Manteiga de Amendoim,07/07/2023,"$ 4.666,18",100
Jan Morforth,Austrália,Cubos de Manteiga de Amendoim,27/04/2023,"$ 14.103,40",350
Jehu Rudeforth,Reino Unido,Cubos de Manteiga de Amendoim,24/02/2023,"$ 14.167,84",178
Van Tuxwell,Índia,Chocolate Salgado Suave,06/06/2023,"$ 5.768,75",37
Oby Sorrel,Reino Unido,99% Cacau Puro,25/01/2023,"$ 14.673,20",175
Gunar Cockshoot,Austrália,Chocolate de Menta (After Nines),24/03/2023,"$ 3.249,23",78
Jehu Rudeforth,Nova Zelândia,Pedacinhos 50% Cacau,20/04/2023,"$ 4.526,24",64
Brien Boise,Austrália,99% Cacau Puro,04/07/2023,"$ 3.166,56",98
Rafaelita Blaksland,Reino Unido,Chocolate Salgado Suave,13/01/2023,"$ 4.866,39",65
Barr Faughny,EUA,Chocolate de Laranja,10/03/2023,"$ 4.254,37",12
Mallorie Waber,Canadá,Eclairs,13/01/2023,"$ 1.652,61",277
Karlen McCaffrey,Nova Zelândia,Chocolate para Beber,28/07/2023,"$ 171,49",163
Marney O'Breen,Nova Zelândia,Cubos de Manteiga de Amendoim,03/08/2023,"$ 8.549,84",169
Beverie Moffet,Austrália,Calda de Chocolate Orgânica,26/01/2023,"$ 7.807,74",355
Van Tuxwell,Canadá,Calda de Chocolate Orgânica,14/02/2023,"$ 4.561,43",44
Roddy Speechley,EUA,Chocolate Salgado Suave,05/04/2023,"$ 3.041,12",148
Beverie Moffet,Canadá,Barras de Chocolate ao Leite,16/02/2023,"$ 9.786,09",248
Curtice Advani,Reino Unido,Barras 85% Cacau,08/06/2023,"$ 1.131,25",175
Brien Boise,Austrália,Eclairs,27/06/2023,"$ 7.484,07",94
Gunar Cockshoot,EUA,Barras Finas Picantes,17/02/2023,"$ 1.339,61",166
Marney O'Breen,EUA,Chocolate de Menta (After Nines),30/05/2023,"$ 5.481,18",159
Husein Augar,Reino Unido,Chocolate para Beber,14/03/2023,"$ 3.275,40",120
Kaine Padly,Austrália,Eclairs,28/02/2023,"$ 7.677,78",118
Karlen McCaffrey,Índia,Barras de Frutas e Castanhas,26/01/2023,"$ 189,37",315
Roddy Speechley,Canadá,Barras Finas Picantes,09/02/2023,"$ 1.658,79",193
Husein Augar,EUA,Eclairs,07/07/2023,"$ 4.168,93",122
Dennison Crosswaite,Nova Zelândia,Chocolate Branco,05/07/2023,"$ 10.604,89",165
Dennison Crosswaite,Nova Zelândia,Chocolate com Mel de Manuka,15/06/2023,"$ 5.773,51",325
Van Tuxwell,Nova Zelândia,Barras 85% Cacau,24/05/2023,"$ 1.838,78",121
Rafaelita Blaksland,Reino Unido,99% Cacau Puro,29/06/2023,"$ 12.643,10",150
Wilone O'Kielt,Austrália,Chocolate com Mel de Manuka,11/05/2023,"$ 4.439,52",95
Karlen McCaffrey,Reino Unido,Chocolate com Amêndoas,30/06/2023,"$ 7.698,60",126
Andria Kimpton,Canadá,Chocolate de Menta (After Nines),11/05/2023,"$ 2.222,30",77
Roddy Speechley,EUA,Chocolate com Mel de Manuka,22/07/2023,"$ 10.959,02",302
Andria Kimpton,Reino Unido,Pedacinhos 50% Cacau,24/08/2023,"$ 2.854,85",337
Kelci Walkden,Nova Zelândia,Chocolate de Menta (After Nines),07/07/2023,"$ 147,82",74
Camilla Castle,Austrália,Barras 85% Cacau,19/05/2023,"$ 3.790,51",14
Karlen McCaffrey,Índia,Chocolate com Mel de Manuka,04/07/2023,"$ 2.487,19",583
Kelci Walkden,EUA,Chocolate de Menta (After Nines),02/06/2023,"$ 1.021,27",17
Karlen McCaffrey,EUA,Chocolate de Framboesa,15/04/2023,"$ 15.370,06",353
Mallorie Waber,Canadá,Amêndoas Cobertas com Chocolate,11/07/2023,"$ 5.345,58",250
Andria Kimpton,Índia,Barras Finas Picantes,23/02/2023,"$ 6.559,44",154
Madelene Upcott,Canadá,Chocolate com Amêndoas,22/08/2023,"$ 8.282,93",107
Kaine Padly,EUA,Cubos de Manteiga de Amendoim,16/02/2023,"$ 6.981,40",189
Van Tuxwell,EUA,Pedacinhos 50% Cacau,13/01/2023,"$ 10.280,17",155
Curtice Advani,Austrália,Barras de Chocolate ao Leite,14/02/2023,"$ 7.703,62",20
Roddy Speechley,Índia,Eclairs,10/06/2023,"$ 4.489,81",310
Curtice Advani,Índia,Barras de Frutas e Castanhas,07/07/2023,"$ 5.806,11",190
Curtice Advani,Canadá,Chocolate com Amêndoas,24/03/2023,"$ 5.148,70",76
Brien Boise,Austrália,Barras de Frutas e Castanhas,06/06/2023,"$ 8.558,59",24
Dotty Strutley,Austrália,Chocolate para Beber,19/07/2023,"$ 94,19",145
Beverie Moffet,EUA,Chocolate de Framboesa,19/04/2023,"$ 16.223,83",87
Marney O'Breen,Índia,Barras 85% Cacau,19/07/2023,"$ 2.439,06",175
Jehu Rudeforth,Canadá,Chocolate para Beber,15/07/2023,"$ 466,65",23
Ches Bonnell,Nova Zelândia,Barras Finas Picantes,14/02/2023,"$ 4.044,24",18
Brien Boise,Canadá,99% Cacau Puro,18/05/2023,"$ 17.675,28",446
Barr Faughny,Austrália,Barras de Frutas e Castanhas,30/06/2023,"$ 17.280,98",58
Andria Kimpton,Austrália,Pedacinhos 50% Cacau,02/06/2023,"$ 5.091,78",219
Andria Kimpton,Austrália,Chocolate para Beber,28/06/2023,"$ 1.657,20",49
Marney O'Breen,Austrália,Calda de Chocolate Orgânica,16/05/2023,"$ 305,79",189
Kelci Walkden,Canadá,Gotas de Chocolate Culinário,26/05/2023,"$ 3.377,41",325
Karlen McCaffrey,Índia,Chocolate com Amêndoas,06/07/2023,"$ 6.188,62",157
Oby Sorrel,Índia,99% Cacau Puro,27/05/2023,"$ 10.914,36",11
Wilone O'Kielt,Austrália,Barras Recheadas com Caramelo,14/04/2023,"$ 2.342,07",12
Van Tuxwell,Austrália,Calda de Chocolate Orgânica,10/08/2023,"$ 21.762,80",15
Camilla Castle,Índia,Pedacinhos 50% Cacau,04/07/2023,"$ 10.539,54",398
Oby Sorrel,Índia,Calda de Chocolate Orgânica,08/07/2023,"$ 6.665,87",60
Jan Morforth,EUA,Cubos de Manteiga de Amendoim,22/07/2023,"$ 9.605,11",98
Gigi Bohling,EUA,Amêndoas Cobertas com Chocolate,02/03/2023,"$ 13.018,00",103
Gigi Bohling,Reino Unido,Chocolate com Amêndoas,10/01/2023,"$ 6.046,40",10
Jehu Rudeforth,Nova Zelândia,Chocolate Branco,11/03/2023,"$ 3.078,33",231
Andria Kimpton,Nova Zelândia,Cubos de Manteiga de Amendoim,20/06/2023,"$ 970,96",291
Van Tuxwell,Reino Unido,Calda de Chocolate Orgânica,26/08/2023,"$ 2.064,71",208
Roddy Speechley,Canadá,Barras de Chocolate ao Leite,13/07/2023,"$ 679,94",34
Camilla Castle,EUA,Barras Finas Picantes,11/02/2023,"$ 1.311,25",251
Marney O'Breen,EUA,Chocolate de Laranja,27/01/2023,"$ 8.692,64",184
Van Tuxwell,Reino Unido,99% Cacau Puro,31/01/2023,"$ 4.993,21",145
Camilla Castle,EUA,Chocolate Branco,18/08/2023,"$ 10.898,19",24
Andria Kimpton,EUA,Chocolate de Framboesa,30/06/2023,"$ 15.565,91",21
Dotty Strutley,Austrália,Barras de Frutas e Castanhas,23/08/2023,"$ 280,59",328
Brien Boise,Nova Zelândia,Chocolate de Menta com Flocos,01/08/2023,"$ 66,35",197
Roddy Speechley,Nova Zelândia,Chocolate de Menta (After Nines),25/05/2023,"$ 8.766,45",10
Roddy Speechley,Canadá,Calda de Chocolate Orgânica,10/01/2023,"$ 4.265,48",85
Dennison Crosswaite,Austrália,Pedacinhos 70% Cacau,07/02/2023,"$ 6.087,53",113
Karlen McCaffrey,EUA,Chocolate de Laranja,12/05/2023,"$ 11.694,48",425
Madelene Upcott,Austrália,Barras Finas Picantes,07/03/2023,"$ 7.616,38",392
Dennison Crosswaite,Austrália,Barras 85% Cacau,05/04/2023,"$ 7.807,02",419
Andria Kimpton,Canadá,Barras Recheadas com Caramelo,03/01/2023,"$ 7.990,91",343
Dennison Crosswaite,Reino Unido,Eclairs,24/03/2023,"$ 6.757,17",276
Madelene Upcott,Índia,Chocolate de Framboesa,07/07/2023,"$ 4.409,21",10
Van Tuxwell,EUA,Chocolate de Menta (After Nines),26/07/2023,"$ 722,25",255
Wilone O'Kielt,Austrália,Calda de Chocolate Orgânica,07/07/2023,"$ 1.896,24",115
Karlen McCaffrey,Canadá,Pedacinhos 50% Cacau,15/07/2023,"$ 2.966,83",65
Roddy Speechley,Nova Zelândia,Chocolate de Laranja,01/04/2023,"$ 51,29",100
Beverie Moffet,Austrália,Eclairs,20/06/2023,"$ 1.835,42",6
Kelci Walkden,Reino Unido,Barras de Frutas e Castanhas,29/06/2023,"$ 14.592,11",509
Marney O'Breen,EUA,Pedacinhos 50% Cacau,15/06/2023,"$ 1.114,13",106
Husein Augar,EUA,Chocolate de Menta (After Nines),08/04/2023,"$ 13.051,75",193
Dennison Crosswaite,Austrália,Chocolate de Framboesa,14/03/2023,"$ 5.997,71",31
Andria Kimpton,EUA,Barras de Frutas e Castanhas,15/07/2023,"$ 1.588,28",352
Kelci Walkden,Índia,Eclairs,19/04/2023,"$ 5.344,21",80
